https://ror.org/000025p04,Thailand Science Research and Innovation
https://ror.org/00013q465,Pontifical Catholic University of Peru
https://ror.org/00097mb19,Japan Science and Technology Agency
https://ror.org/000az4664,Canada Foundation for Innovation
https://ror.org/000e0be47,Northwestern University
https://ror.org/000xsnr85,University of the Basque Country
https://ror.org/0015x1k58,National Center for Injury Prevention and Control
https://ror.org/00190t495,National Center for Complementary and Integrative Health
https://ror.org/001ajjs72,Cambridge Philosophical Society
https://ror.org/001aqnf71,UK Research and Innovation
https://ror.org/001d55x84,NIH Common Fund
https://ror.org/001rdaz60,Bavarian Academy of Sciences and Humanities
https://ror.org/001tw8739,Canadian Association of Research Libraries
https://ror.org/001w7jn25,Charité - Universitätsmedizin Berlin
https://ror.org/001xhss06,Directorate for Biological Sciences
https://ror.org/0020x6414,Hunter Medical Research Institute
https://ror.org/00240q980,University of Padua
https://ror.org/0029jxk29,Tula Foundation
https://ror.org/002h8g185,University of Bath
https://ror.org/002skex07,Mohamed Bin Zayed Species Conservation Fund
https://ror.org/00300j256,Fulbright Association
https://ror.org/0030zas98,Hong Kong Polytechnic University
https://ror.org/0034k2773,Louisiana Cancer Research Consortium
https://ror.org/003bxzv61,Data Science Research Center
https://ror.org/003h57f17,Diabetesfonden
https://ror.org/003hb2249,Health Research Board
https://ror.org/003vg9w96,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement"
https://ror.org/003x0zc53,Agencia Estatal de Investigación
https://ror.org/003xyzq10,Henan University
https://ror.org/0044e2g62,Minzu University of China
https://ror.org/00490n048,American Institutes for Research
https://ror.org/004a2wv92,National Institute of Dental and Craniofacial Research
https://ror.org/004d1k391,Open Philanthropy Project
https://ror.org/004hzzk67,Knut and Alice Wallenberg Foundation
https://ror.org/0057ax056,King Mongkut's University of Technology Thonburi
https://ror.org/005mpbw70,Universidade Nove de Julho
https://ror.org/005rpmt10,Korea Institute of Oriental Medicine
https://ror.org/0060t0j89,United States National Library of Medicine
https://ror.org/0064zg438,Izaak Walton Killam Health Centre
https://ror.org/00675rp98,Centre National pour la Recherche Scientifique et Technique (CNRST)
https://ror.org/006b2g567,Government of Alberta
https://ror.org/006e5kg04,Vrije Universiteit Brussel
https://ror.org/006hf6230,University of Twente
https://ror.org/006w34k90,Howard Hughes Medical Institute
https://ror.org/006wxqw41,Gordon and Betty Moore Foundation
https://ror.org/006zn3t30,National Institute of Arthritis and Musculoskeletal and Skin Diseases
https://ror.org/00789fa95,Ministero della Salute
https://ror.org/007pgtp80,Fundação Cearense de Apoio ao Desenvolvimento Científico e Tecnológico
https://ror.org/007s7nj58,Land Nordrhein-Westfalen
https://ror.org/0081fs513,Universidad de Buenos Aires
https://ror.org/008c2qm47,Gemeinsamer Bundesausschuss
https://ror.org/008kev776,World Health Organization Regional Office for the Americas
https://ror.org/008n7pv89,University of Plymouth
https://ror.org/008stv805,University of the South Pacific
https://ror.org/008xxew50,Vrije Universiteit Amsterdam
https://ror.org/008zkt807,Bpifrance
https://ror.org/008zsd307,National Institute for Social Care and Health Research
https://ror.org/0090zs177,London School of Economics and Political Science
https://ror.org/0093a8w51,Blekinge Institute of Technology
https://ror.org/0097mvx21,Generalitat Valenciana
https://ror.org/009axkg17,Indian Council of Social Science Research
https://ror.org/009byq155,Centro de Investigación Biomédica en Red de Salud Mental
https://ror.org/00a2xv884,Zhejiang University
https://ror.org/00adh9b73,National Institute of Diabetes and Digestive and Kidney Diseases
https://ror.org/00aejfc65,Consejo Nacional de Ciencia y Tecnología
https://ror.org/00afp2z80,University of Liège
https://ror.org/00afsp483,United States Army
https://ror.org/00apj8t60,Bandung Institute of Technology
https://ror.org/00aps1a34,NIHR Oxford Musculoskeletal Biomedical Research Centre
https://ror.org/00ayhx656,University of Sussex
https://ror.org/00b30xv10,University of Pennsylvania
https://ror.org/00b9f9778,Fonds de Recherche du Québec – Nature et Technologies
https://ror.org/00baak391,National Human Genome Research Institute
https://ror.org/00bhv3b03,Institute of Circulatory and Respiratory Health
https://ror.org/00by1q217,Roche (Switzerland)
https://ror.org/00c7kvd80,"Christian Medical College, Vellore"
https://ror.org/00ca2c886,Instituto de Salud Carlos III
https://ror.org/00cjrc276,Mitacs
https://ror.org/00cv9y106,Ghent University
https://ror.org/00cwqg982,Biotechnology and Biological Sciences Research Council
https://ror.org/00d9ah105,"University of California, Merced"
https://ror.org/00da1gf19,Hasanuddin University
https://ror.org/00daj4111,Innovation Fund Denmark
https://ror.org/00davry38,Tecnológico Nacional de México
https://ror.org/00djwmt25,University Grants Committee
https://ror.org/00dmfq477,University of California Office of the President
https://ror.org/00dqsq280,Pipeline and Hazardous Materials Safety Administration
https://ror.org/00dr28g20,University of Crete
https://ror.org/00dvgej48,The Australasian Institute of Judicial Administration
https://ror.org/00dw1q752,Experimental Psychology Society
https://ror.org/00dxj9a45,Universidad Santiago de Cali
https://ror.org/00e0ttj68,Federal Ministry of Economic Cooperation and Development
https://ror.org/00eae9z71,University of Newcastle Australia
https://ror.org/00epmv149,The Research Council of Norway
https://ror.org/00ew61678,Strategic Environmental Research and Development Program
https://ror.org/00ey0ed83,Odense University Hospital
https://ror.org/00f3sc705,Fritz Thyssen Foundation
https://ror.org/00f7hpc57,Friedrich-Alexander-Universität Erlangen-Nürnberg
https://ror.org/00f8man71,Indiana State University
https://ror.org/00f93gc02,Vehicle Technologies Office
https://ror.org/00fb4ms10,Promobilia Foundation
https://ror.org/00fn7gb05,Wilfrid Laurier University
https://ror.org/00fpwd955,Bundesministerium des Innern
https://ror.org/00fq5cm18,National Institute on Drug Abuse
https://ror.org/00fszdj92,Organization for Women in Science for the Developing World
https://ror.org/00fvyjk73,Colby College
https://ror.org/00g01fs73,Ebnet Stiftung
https://ror.org/00g5sqv46,Universitat Rovira i Virgili
https://ror.org/00g8hms52,Administration for Children and Families
https://ror.org/00ghka958,National Centre of Competence in Research Evolving Language
https://ror.org/00gz9xf10,Society for the Study of School Psychology
https://ror.org/00hasdx88,Washington Research Foundation
https://ror.org/00her7k05,Whitehall Foundation
https://ror.org/00hhkn466,Japan Society for the Promotion of Science
https://ror.org/00hj8s172,Columbia University
https://ror.org/00ht2ab73,Association Nationale de la Recherche et de la Technologie
https://ror.org/00hwxbz16,Wisconsin Alumni Research Foundation
https://ror.org/00j4k1h63,National Institute of Environmental Health Sciences
https://ror.org/00j8z2m73,United States-Israel Binational Science Foundation
https://ror.org/00jga9g46,Mi̇lli̇ Eği̇ti̇m Bakanliği
https://ror.org/00jjeja18,Estonian Research Council
https://ror.org/00jmfr291,University of Michigan
https://ror.org/00jv65847,Walloon Government
https://ror.org/00k0a6x92,Craig H Neilsen Foundation
https://ror.org/00k4n6c32,European Commission
https://ror.org/00k86s890,Foundation for the National Institutes of Health
https://ror.org/00kaqnj29,Karen Elise Jensens Fond
https://ror.org/00kgf1c95,Velux Stiftung
https://ror.org/00kpeqx67,AccessLex Institute
https://ror.org/00ks66431,University of Surrey
